Question,Answer,Correct,Title
"If x=1 what will produce the below output?

Hi

Mike","if(x==1): 

print('Hello') 

 else: 

    print('Hi') 

 print('Mike') 
if(x!=1): 

print('Hello') 

 else: 

    print('Hi') 

 print('Mike') 
if(x!=1): 

print('Hi') 

 else: 

    print('Hello') 

 print('Mike') ","if(x!=1): 

print('Hello') 

 else: 

    print('Hi') 

 print('Mike') ","Final Exam

Graded Quiz
.
 • 1h 15m

DueJul 9, 11:59 PM +07"
What is an error that occurs during the execution of code?,"Finally
Exception
Error messages
Exception handling",Exception,"Final Exam

Graded Quiz
.
 • 1h 15m

DueJul 9, 11:59 PM +07"
What add function would return ‘2’ ?,"def add(x): return(x+x) add(1) 
def add(x): return(x+x) add('1') 
def add(x): return(x+x+x) add('1') ",def add(x): return(x+x) add(1) ,"Final Exam

Graded Quiz
.
 • 1h 15m

DueJul 9, 11:59 PM +07"
What method organizes the elements in a given list in a specific descending or ascending order?,"join()
split()
replace()
sort()",sort(),"Final Exam

Graded Quiz
.
 • 1h 15m

DueJul 9, 11:59 PM +07"
"What segment of code would output the following?

3

6

9","A=['1','2','3'] for a in A: print(2*a) 
A=[1,2,3] for a in A: print(3*a) 
A=[1,2,3] for a in A: print(2*a) ","A=[1,2,3] for a in A: print(3*a) ","Final Exam

Graded Quiz
.
 • 1h 15m

DueJul 9, 11:59 PM +07"
"What code segment would output the following?

2","for i in range(1,5): if (i!=2): print(i)
for i in range(1,5): if (i==2): print(i)
for i in range(1,5): if (i!=1): print(i)","for i in range(1,5): if (i==2): print(i)","Final Exam

Graded Quiz
.
 • 1h 15m

DueJul 9, 11:59 PM +07"
"Consider the class Rectangle, what are the data attributes?

 class Rectangle(object):
        def __init__(self,width=2,height =3,color='r'):
                                  self.height=height
                                  self.width=width
                                  self.color=color
    def drawRectangle(self):
                       import matplotlib.pyplot as plt
                       plt.gca().add_patch(plt.Rectangle((0, 0),self.width, self.height ,fc=self.color))
                       plt.axis('scaled')
                       plt.show()","drawRectangle
__init__
self.height, self.width,self.color","self.height, self.width,self.color","Final Exam

Graded Quiz
.
 • 1h 15m

DueJul 9, 11:59 PM +07"
"What is the result of the following lines of code?

 a=np.array([0,1,0,1,0]) b=np.array([1,0,1,0,1]) a+b ","0
array([1, 1, 1, 1, 1])
array([0, 0, 0, 0, 0])","array([1, 1, 1, 1, 1])","Final Exam

Graded Quiz
.
 • 1h 15m

DueJul 9, 11:59 PM +07"
"What is the result of the following lines of code?

 a=np.array([10,9,8,7,6]) a+1","array([9, 8, 7, 6, 5])
array([11,10,9,8,7])
array([101,91,81,71,61])","array([11,10,9,8,7])","Final Exam

Graded Quiz
.
 • 1h 15m

DueJul 9, 11:59 PM +07"
"How would you select the columns with the headers: Artist, Length and Genre from the dataframe df and assign them to the variable y ?","y=df['Artist','Length','Genre'] 
y=df[['Artist','Length','Genre']]
y=df[['Artist'],['Length'],['Genre']]","y=df[['Artist','Length','Genre']]","Final Exam

Graded Quiz
.
 • 1h 15m

DueJul 9, 11:59 PM +07"
What is the method readline() used for?,"It reads the entire file all at once
It reads 10 lines of a file at a time
It helps to read one complete line from a given text file",It helps to read one complete line from a given text file,"Final Exam

Graded Quiz
.
 • 1h 15m

DueJul 9, 11:59 PM +07"
Which line of code is in the mode of append?,"with open(""Example.txt"",""r"") as file1:
with open(""Example.txt"",""w"") as file1:
with open(""Example.txt"",""a"") as file1:","with open(""Example.txt"",""a"") as file1:","Final Exam

Graded Quiz
.
 • 1h 15m

DueJul 9, 11:59 PM +07"
What are the 3 parts to a URL?,"Put, route, and get
Get, post, and scheme
Scheme, internet address, and route
Block, post, and route","Scheme, internet address, and route","Final Exam

Graded Quiz
.
 • 1h 15m

DueJul 9, 11:59 PM +07"
What are the key characteristics of a RESTful API? Select two answers.,"It works on HTTP
Unique interface for each component
Stateless communication between client and server
One API to access all resources","It works on HTTP
Stateless communication between client and server","Graded Quiz: Web API Essentials - REST API and GraphQL

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
What does an API Gateway act as?,"A streaming service
A firewall to protect your microservices
A load balancer for your hosted services
An API management tool",An API management tool,"Graded Quiz: Web API Essentials - REST API and GraphQL

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
Which syntax is used to make an update request to a product REST API?,"GET /products/114?updatedName=Calendar2023
PUT /products/114/name/Calendar2023
POST /products (product data in the body)
PUT /products/114 (product data in the body)",PUT /products/114 (product data in the body),"Graded Quiz: Web API Essentials - REST API and GraphQL

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
Which type of framework is Flask?,"Database
Micro web
Frontend
REST API",Micro web,"Graded Quiz: Web API Essentials - REST API and GraphQL

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
Which one of the following statements is true about communication in a RESTful API?,"Session state is kept entirely on the REST API.
A request can take advantage of any stored context on the server.
Each request does not contain all information. 
Resources are uniquely identified at individual endpoints. ",Resources are uniquely identified at individual endpoints. ,"Graded Quiz: Web API Essentials - REST API and GraphQL

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
What are the potential drawbacks of an API Gateway? Select two answers.,"Single point of failure
Bottleneck in scalability
Exposes the implementation details
Increases requests to the backend ","Single point of failure
Bottleneck in scalability","Graded Quiz: Web API Essentials - REST API and GraphQL

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
Which specification is followed by Swagger?,"OpenAPI
SOA
WebAPI
GraphQL",OpenAPI,"Graded Quiz: Web API Essentials - REST API and GraphQL

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
Which cURL command should be used to query a list of products?,"curl -X 'POST' \

 'http://127.0.0.1:5000/products' \

 -H 'accept: application/json'
curl -X 'GET' \

 'http://127.0.0.1:5000/products' \

 -H 'accept: application/json'
curl -X 'PATCH' \

 'http://127.0.0.1:5000/products' \

 -H 'accept: application/json'
curl -X 'PUT' \

 'http://127.0.0.1:5000/products' \

 -H 'accept: application/json'","curl -X 'GET' \

 'http://127.0.0.1:5000/products' \

 -H 'accept: application/json'","Graded Quiz: Web API Essentials - REST API and GraphQL

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
Which HTTP method is used to create new data in a REST API?,"POST
PUT
UPDATE
PATCH",POST,"Graded Quiz: Web API Essentials - REST API and GraphQL

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
What is the purpose of Postman?,"Uniform interface for different components
Command line tool to get data
Tests APIs
Transfers applications ",Tests APIs,"Graded Quiz: Web API Essentials - REST API and GraphQL

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
Cloud Native Computing Foundation (CNCF) defines ‘serverless’ as the concept of building and running applications that do not require _______ management.,"backend
server
database
network",server,"Graded Quiz: Serverless Overview

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
Cloud provider is responsible for which of the following components in the Serverless model? Select three answers.,"Network
OS
Application
Storage","Network
OS
Storage","Graded Quiz: Serverless Overview

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
___________ is a Serverless computing constraint.,"Vendor lock-in
Idle time
Language independence
Scalability",Vendor lock-in,"Graded Quiz: Serverless Overview

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
Managing which one of the following is your responsibility in a Serverless computing model?,"Deployment
Hardware
Code
Operating System",Code,"Graded Quiz: Serverless Overview

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
Which one is the key characteristic of a function in FaaS model?,"Scale automatically and independently as required
Be stateful
Let you define your infrastructure
Keep running even when there are no requests",Scale automatically and independently as required,"Graded Quiz: Serverless Overview

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
A _________ is an independent unit of execution and deployment in the Serverless Framework.,"Function
Resource
Service
Event",Function,"Graded Quiz: Serverless Overview

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
What is the responsibility of the Front End in a Serverless Architecture?,"Provide scaling
Store data
Host static content and scripts
Host business logic",Host static content and scripts,"Graded Quiz: Serverless Overview

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
Which is an example of post-processing in the Serverless Reference Architecture?,"You could provide user registration and authentication
You could use messaging to notify multiple subscribers
You could apply artificial intelligence or image recognition to upload images
You enable access to backend",You could apply artificial intelligence or image recognition to upload images,"Graded Quiz: Serverless Overview

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
Which is the key characteristic of IBM Cloud Functions?,"No debugging capabilities
Limited integration options
No disaster recovery
Cost-Effective and Highly Available",Cost-Effective and Highly Available,"Graded Quiz: Serverless Overview

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
The Knative platform is offered by which service provider?,"Offered by Google
Offered by Microsoft Azure
Open-source option for Serverless
Offered by Amazon AWS",Open-source option for Serverless,"Graded Quiz: Serverless Overview

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
The prefix to the filename where you write the test cases is:,"test
It has not prefix
unit_test
function_test",test,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
The python code will throw runtime error if pylint is not run before executing the file. ,"False
True",False,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
In accordance with pylint which of the following is valid method name,"getUserName()
get_user_name
GetUserName
GET_USER_NAME",get_user_name,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
"Your code has the following method.

def returnString():

    return ""Hello""

What will be the outcome of the test?

assertNotEqual(returnString(),""How are you"",""They are equal"")","The test will pass.
The test will fail.
The code will throw runtime error as the values are not equal
The test will not run as the method name does not qualify in static code analysis.",The test will pass.,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
"To package a python script in a package to be able to import and use it, which of the following is required.","A folder with server.py
The python script should be packaged in a directory with __init__.py in the same directory
import sys  as the first line of code in the python script.
The methods in the script should be defined as public method",The python script should be packaged in a directory with __init__.py in the same directory,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
Which of the following is correct about Flask?,"It is a full-stack application framework
It is a micro web framework
It is a database framework
It is an external Java framework",It is a micro web framework,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
"Which of the following methods are supported in an API endpoint created with Flask?

1. GET

2. AUTHENTICATE

3. POST

4. DELETE","Only 1 and 4
Only 1,3 and 4
Only 1,2 and 3
All 4 are supported.","Only 1,3 and 4","Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
"What is the below line of code referred to as?

@app.route(""/name"")","Method definition
Route decorator
Get Request
Flask method",Route decorator,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
One method can have only one route decorator. True or False?,"True
False",False,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
"Which of the following is true about the following line of code?

@api.route(""/records/<name>"",methods=[""POST"",""GET""])","This end-point supports get requests
This end-point supports post requests
This end-point supports update requests
The value of name is variable.","This end-point supports get requests
This end-point supports post requests
The value of name is variable.","Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
"What is the output of the following code?

1
2
3
4
5
6
7
8
9
10
11
x=""Go""
 
if(x==""Go""):
 
  print('Go ')
 
else:
 
  print('Stop')
 
print('Mike')","Go Mike
Mike
Stop Mike",Go Mike,"Module 3 Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
"What is the result of the following lines of code?

1
2
x=1
x>-5","True
False",True,"Module 3 Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
"What is the output of the following few lines of code?

1
2
3
4
x=0
while(x<2):
    print(x)
    x=x+1   ","0

1
0

1

2
0

1

3

4","0

1","Module 3 Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
"What is the result of running the following lines of code ?

1
2
3
4
5
6
7
8
9
10
11
12
class Points(object):
  def __init__(self,x,y):
 
    self.x=x
    self.y=y
 
  def print_point(self):
 
    print('x=',self.x,' y=',self.y)
 
p1=Points(1,2)
p1.print_point()","x=1; 
 x=1 y=2
y=2", x=1 y=2,"Module 3 Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
"What is the output of the following few lines of code?

1
2
for i,x in enumerate(['A','B','C']):
    print(i,2*x)","0 AA

1 BB

2 CC
0 A

1 B

2 C
0 A

2 B

4 C","0 AA

1 BB

2 CC","Module 3 Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
"What is the result of running the following lines of code ?

1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
class Points(object):
  def __init__(self,x,y):
 
    self.x=x
    self.y=y
 
  def print_point(self):
 
    print('x=',self.x,' y=',self.y)
 
p2=Points(1,2)
 
p2.x=2
 
p2.print_point()"," x=2 y=2
 x=1 y=2
 x=1 y=1", x=2 y=2,"Module 3 Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
"Consider the function delta, when will the function return a value of 1?

1
2
3
4
5
6
def delta(x):
  if x==0:
    y=1
  else:
    y=0
  return(y)"," When the input is anything but 0
 When the input is 1
 Never
 When the input is 0", When the input is 0,"Module 3 Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
"What is the output of the following lines of code?

1
2
3
4
5
6
7
8
a=1
 
def do(x):
    a=100
    return(x+a)
 
print(do(1))
 ","2
101
102",101,"Module 3 Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
"Write a function name add that takes two parameter a and b, then return the output of  a + b (Do not use any other variable! You do not need to run it. Only write the code about how you define it.)",,,"Module 3 Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
Why is it best practice to have multiple except statements with each type of error labeled correctly?,"Ensure the error is caught so the program will terminate
In order to know what type of error was thrown and the
location within the program
To skip over certain blocks of code during execution
It is not necessary to label errors","In order to know what type of error was thrown and the
location within the program","Module 3 Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
Have you created GET dealer?state=xx action? ,"Yes
No",Yes,"Back End Checklist

Graded Quiz
.
 • 20 min

DueJun 25, 11:59 PM +07"
Have you created GET review?dealerId=num action? ,"Yes
No",Yes,"Back End Checklist

Graded Quiz
.
 • 20 min

DueJun 25, 11:59 PM +07"
Have you created POST review action? ,"Yes
No",Yes,"Back End Checklist

Graded Quiz
.
 • 20 min

DueJun 25, 11:59 PM +07"
Have you created CarModel and CarMake Django models? ,"Yes
No",Yes,"Back End Checklist

Graded Quiz
.
 • 20 min

DueJun 25, 11:59 PM +07"
Have you registered CarModel and CarMake models with Admin site? ,"Yes
No",Yes,"Back End Checklist

Graded Quiz
.
 • 20 min

DueJun 25, 11:59 PM +07"
Have you created new car models objects with associated car makes and dealerships? ,"Yes
No",Yes,"Back End Checklist

Graded Quiz
.
 • 20 min

DueJun 25, 11:59 PM +07"
Have you created a `get_dealerships` Django view to get dealer list? ,"Yes
No",Yes,"Back End Checklist

Graded Quiz
.
 • 20 min

DueJun 25, 11:59 PM +07"
Have you created a Django `get_dealer_details` view to get reviews of a dealer? ,"Yes
No",Yes,"Back End Checklist

Graded Quiz
.
 • 20 min

DueJun 25, 11:59 PM +07"
Have you updated the `get_dealer_details` view to call Watson NLU for analyzing review sentiment? ,"Yes
No",Yes,"Back End Checklist

Graded Quiz
.
 • 20 min

DueJun 25, 11:59 PM +07"
Have you created `add_review` Django view to post a dealer review? ,"Yes
No",Yes,"Back End Checklist

Graded Quiz
.
 • 20 min

DueJun 25, 11:59 PM +07"
Which of the following statements embeds an image in an HTML document? ,"<image>link_to_image</image>
<figure src=”image URL”>image name</figure>
<img src=”image URL”>
<img href=”image URL”>image name</img>",<img src=”image URL”>,"Graded Quiz

Graded Quiz
.
 • 20 min

DueJun 18, 11:59 PM +07"
"When defining a hyperlink (<a>), which attribute is used to specify the destination address? ","src
target
href
ref",href,"Graded Quiz

Graded Quiz
.
 • 20 min

DueJun 18, 11:59 PM +07"
Which tag CANNOT be used as a container for text? I.e. does not use both an opening <> and closing </> tag,"<br>
<p>
<h1>
<body>",<br>,"Graded Quiz

Graded Quiz
.
 • 20 min

DueJun 18, 11:59 PM +07"
How are comments written in HTML?,"“””This is a comment”””
#This is a comment 
/*This is a comment*/ 
< !-- This is a comment -- > ",< !-- This is a comment -- > ,"Graded Quiz

Graded Quiz
.
 • 20 min

DueJun 18, 11:59 PM +07"
Which tag is used to denote a cell of data within a table? ,"<th> 
<tc>
<td>
<tr>",<td>,"Graded Quiz

Graded Quiz
.
 • 20 min

DueJun 18, 11:59 PM +07"
Which of the following is NOT an HTML tag?,"<p>
<!DOCTYPE html>
<article>
<li>",<!DOCTYPE html>,"Graded Quiz

Graded Quiz
.
 • 20 min

DueJun 18, 11:59 PM +07"
What is the <br> tag used for?,"To make text bold
To change the text color to brown
To change the border
To add a line break",To add a line break,"Graded Quiz

Graded Quiz
.
 • 20 min

DueJun 18, 11:59 PM +07"
Which of the following denotes the least important heading?,"<h1>
<h6>
<h10>
<h5>",<h6>,"Graded Quiz

Graded Quiz
.
 • 20 min

DueJun 18, 11:59 PM +07"
Which tag is used to create an ordered list? ,"<li>
<ul>
<ol>
<orderedlist>",<ol>,"Graded Quiz

Graded Quiz
.
 • 20 min

DueJun 18, 11:59 PM +07"
Which of the following conditions must be met for scripting to be enabled in browsers? Select one or more options.,"The browser supports scripting
An embedded object is used without the sandbox attribute
The browser context has the sandboxed browsing context flag set
The user has not disabled scripting for the current browser context","The browser supports scripting
The user has not disabled scripting for the current browser context","Graded Quiz

Graded Quiz
.
 • 20 min

DueJun 18, 11:59 PM +07"
What best describes the network operations that Node.js makes?,"Non-blocked operations return immediately without added processing time on the server
Non-blocked operations return in a synchronized manner with added processing time on the server
Applications block every network operation to complete at the same time on the server
Blocked operations return immediately without added processing time on the server",Non-blocked operations return immediately without added processing time on the server,"Graded Quiz

Graded Quiz
.
 • 20 min

DueJun 18, 11:59 PM +07"
"Before the Node.js framework receives the HTTP response message from the remote web server, it immediately returns a result for the http.request function call. What does this result state?","The callback function was called successfully.
The response message will be sent successfully.
A request is in progress.
The return message will be sent successfully.",A request is in progress.,"Graded Quiz

Graded Quiz
.
 • 20 min

DueJun 18, 11:59 PM +07"
What parameter is optional in an HTTP request?,"Event variable parameter
Callback function parameter
Location function parameter
Resource variable parameter",Callback function parameter,"Graded Quiz

Graded Quiz
.
 • 20 min

DueJun 18, 11:59 PM +07"
What object do Node.js modules in the SDK pass as the first parameter in a callback function?,"Identity
Destination
Location
Error",Error,"Graded Quiz

Graded Quiz
.
 • 20 min

DueJun 18, 11:59 PM +07"
What do you pass back in the callback handler to indicate a successful return?,"Null object
Empty string
Error
404 status code",Null object,"Graded Quiz

Graded Quiz
.
 • 20 min

DueJun 18, 11:59 PM +07"
Which function calls the resultCallback callback function to return results to the main application?,"http.request()
aggregate_context()
result()
step()",http.request(),"Graded Quiz

Graded Quiz
.
 • 20 min

DueJun 18, 11:59 PM +07"
Why can inversion of control be an issue when using callbacks?,"Inversion of control uses promises which are difficult to implement
Callbacks sometimes hand over control to third-party code which can make errors hard to identify
Inversion of control creates the need for nested callbacks
Inversion of control is used when something needs to be done sequentially which makes code readability difficult",Callbacks sometimes hand over control to third-party code which can make errors hard to identify,"Graded Quiz

Graded Quiz
.
 • 20 min

DueJun 18, 11:59 PM +07"
JSON is the standard format for API data exchange. What relationship does JSON have with Node.js?,"JSON_SET
Common data model folder
Standard representation of native JavaScript objects
Metadata file",Standard representation of native JavaScript objects,"Graded Quiz

Graded Quiz
.
 • 20 min

DueJun 18, 11:59 PM +07"
"When an error occurs, which state is the promise at?","Rejected
Resolved
Pending
Aborted",Rejected,"Graded Quiz

Graded Quiz
.
 • 20 min

DueJun 18, 11:59 PM +07"
The axios package handles HTTP requests in Node.js and returns a promise object. The promise object has a method that is called after the promise completes. What method does the promise object use?,"if
else
then
or",then,"Graded Quiz

Graded Quiz
.
 • 20 min

DueJun 18, 11:59 PM +07"
